threshold_H,route_id,policy,delta,budget,base_tt,base_nl,delta_tt,delta_nl,tt_red_pct,dist_inc_pct,accepted_moves
5.0,RouteID_693060a6-88bb-4324-9e9c-925d5240263c,Random,0.05,0.1,3730.9649999999997,57,141.45666666666648,2,3.791423041134572,1.840131706510674,3
5.0,RouteID_693060a6-88bb-4324-9e9c-925d5240263c,RA,0.05,0.2,3730.9649999999997,57,724.9049999999988,6,19.42942375498025,1.0476260253647713,20
5.0,RouteID_693060a6-88bb-4324-9e9c-925d5240263c,AB,0.05,0.2,3730.9649999999997,57,792.4666666666667,6,21.240260004225895,1.1128907839710558,22
5.0,RouteID_693060a6-88bb-4324-9e9c-925d5240263c,RB,0.05,0.2,3730.9649999999997,57,211.33999999999924,2,5.6644862656175885,3.677507964636432,9
5.0,RouteID_693060a6-88bb-4324-9e9c-925d5240263c,Slack,0.05,0.2,3730.9649999999997,57,719.4233333333332,6,19.282500193202917,3.4336476177324307,22
5.0,RouteID_693060a6-88bb-4324-9e9c-925d5240263c,Deadline,0.05,0.2,3730.9649999999997,57,131.8699999999999,1,3.5344743250070665,4.03144728079763,9
5.0,RouteID_693060a6-88bb-4324-9e9c-925d5240263c,Random,0.05,0.2,3730.9649999999997,57,357.5699999999997,3,9.583847610470743,4.012888302005804,8
5.0,RouteID_7f5d87f0-c39f-434f-bf3f-b159ef321909,RA,0.02,0.1,8737.174999999997,74,1639.9583333333321,4,18.769892251595426,-0.5088675024400579,15
5.0,RouteID_7f5d87f0-c39f-434f-bf3f-b159ef321909,AB,0.02,0.1,8737.174999999997,74,1644.3199999999988,4,18.81981304025614,-0.9675151702834393,15
5.0,RouteID_7f5d87f0-c39f-434f-bf3f-b159ef321909,RB,0.02,0.1,8737.174999999997,74,1.523333333330811,0,0.017435078653349756,0.4430291932868858,2
5.0,RouteID_7f5d87f0-c39f-434f-bf3f-b159ef321909,Slack,0.02,0.1,8737.174999999997,74,70.3166666666657,-1,0.8047986525011313,0.024235226141486793,7
5.0,RouteID_7f5d87f0-c39f-434f-bf3f-b159ef321909,Deadline,0.02,0.1,8737.174999999997,74,377.15333333333,1,4.316650786247616,1.5324818196538292,4
5.0,RouteID_7f5d87f0-c39f-434f-bf3f-b159ef321909,Random,0.02,0.1,8737.174999999997,74,249.73166666666293,0,2.858265591185515,0.9479963190596281,4
5.0,RouteID_7f5d87f0-c39f-434f-bf3f-b159ef321909,RA,0.02,0.2,8737.174999999997,74,1878.0083333333287,4,21.494457113807716,1.9202204954491633,29
5.0,RouteID_7f5d87f0-c39f-434f-bf3f-b159ef321909,AB,0.02,0.2,8737.174999999997,74,1914.4283333333287,5,21.91129665290359,1.623264178665913,30
5.0,RouteID_7f5d87f0-c39f-434f-bf3f-b159ef321909,RB,0.02,0.2,8737.174999999997,74,193.54499999999825,0,2.215189692320439,1.973649665802177,7
5.0,RouteID_7f5d87f0-c39f-434f-bf3f-b159ef321909,Slack,0.02,0.2,8737.174999999997,74,654.3616666666649,2,7.489396362859449,-0.10063571810065362,15
5.0,RouteID_7f5d87f0-c39f-434f-bf3f-b159ef321909,Deadline,0.02,0.2,8737.174999999997,74,582.413333333332,2,6.665922719109234,1.8071675104320253,7
5.0,RouteID_7f5d87f0-c39f-434f-bf3f-b159ef321909,Random,0.02,0.2,8737.174999999997,74,326.7533333333304,1,3.7398052955712857,1.5351370391488235,7
5.0,RouteID_7f5d87f0-c39f-434f-bf3f-b159ef321909,RA,0.05,0.1,8737.174999999997,74,1639.9583333333321,4,18.769892251595426,-0.5088675024400579,15
5.0,RouteID_7f5d87f0-c39f-434f-bf3f-b159ef321909,AB,0.05,0.1,8737.174999999997,74,1644.3199999999988,4,18.81981304025614,-0.9675151702834393,15
5.0,RouteID_7f5d87f0-c39f-434f-bf3f-b159ef321909,RB,0.05,0.1,8737.174999999997,74,1.523333333330811,0,0.017435078653349756,0.4430291932868858,2
5.0,RouteID_7f5d87f0-c39f-434f-bf3f-b159ef321909,Slack,0.05,0.1,8737.174999999997,74,70.3166666666657,-1,0.8047986525011313,0.024235226141486793,7
5.0,RouteID_7f5d87f0-c39f-434f-bf3f-b159ef321909,Deadline,0.05,0.1,8737.174999999997,74,386.43833333332987,1,4.422920833488284,2.2107007615505876,5
5.0,RouteID_7f5d87f0-c39f-434f-bf3f-b159ef321909,Random,0.05,0.1,8737.174999999997,74,249.73166666666293,0,2.858265591185515,0.9479963190596281,4
5.0,RouteID_7f5d87f0-c39f-434f-bf3f-b159ef321909,RA,0.05,0.2,8737.174999999997,74,1903.284999999998,4,21.7837573357521,3.193950137817162,31
5.0,RouteID_7f5d87f0-c39f-434f-bf3f-b159ef321909,AB,0.05,0.2,8737.174999999997,74,1948.204999999999,5,22.29788232466443,3.610552616436846,32
5.0,RouteID_7f5d87f0-c39f-434f-bf3f-b159ef321909,RB,0.05,0.2,8737.174999999997,74,199.84499999999753,0,2.287295378654972,4.903156221049147,8
5.0,RouteID_7f5d87f0-c39f-434f-bf3f-b159ef321909,Slack,0.05,0.2,8737.174999999997,74,654.3616666666649,2,7.489396362859449,-0.10063571810065362,15
5.0,RouteID_7f5d87f0-c39f-434f-bf3f-b159ef321909,Deadline,0.05,0.2,8737.174999999997,74,641.6983333333301,2,7.344460118211324,4.602256533191667,11
5.0,RouteID_7f5d87f0-c39f-434f-bf3f-b159ef321909,Random,0.05,0.2,8737.174999999997,74,326.7533333333304,1,3.7398052955712857,1.5351370391488235,7
5.0,RouteID_9475872b-287f-4c2c-8e29-887766a4e090,RA,0.02,0.1,8243.433333333336,77,1129.853333333337,7,13.706101422142108,1.8051096276221312,10
5.0,RouteID_9475872b-287f-4c2c-8e29-887766a4e090,AB,0.02,0.1,8243.433333333336,77,1085.520000000004,7,13.16829961626026,1.9765390022359386,9
5.0,RouteID_9475872b-287f-4c2c-8e29-887766a4e090,RB,0.02,0.1,8243.433333333336,77,192.75666666667075,1,2.338305641257939,1.55196872399385,7
5.0,RouteID_9475872b-287f-4c2c-8e29-887766a4e090,Slack,0.02,0.1,8243.433333333336,77,79.93166666666912,0,0.9696404815146087,1.89684688375859,8
5.0,RouteID_9475872b-287f-4c2c-8e29-887766a4e090,Deadline,0.02,0.1,8243.433333333336,77,147.59166666666897,1,1.7904149969875285,1.4943869359884687,7
5.0,RouteID_9475872b-287f-4c2c-8e29-887766a4e090,Random,0.02,0.1,8243.433333333336,77,93.34333333333598,0,1.1323356368503732,1.9997396034133708,7
5.0,RouteID_9475872b-287f-4c2c-8e29-887766a4e090,RA,0.02,0.2,8243.433333333336,77,1297.8283333333338,8,15.743783941157204,1.977556046362829,15
5.0,RouteID_9475872b-287f-4c2c-8e29-887766a4e090,AB,0.02,0.2,8243.433333333336,77,1274.8283333333356,8,15.46477398171476,1.887771761409688,14
5.0,RouteID_9475872b-287f-4c2c-8e29-887766a4e090,RB,0.02,0.2,8243.433333333336,77,239.4616666666716,1,2.904877821943181,1.7910669523707985,11
5.0,RouteID_9475872b-287f-4c2c-8e29-887766a4e090,Slack,0.02,0.2,8243.433333333336,77,213.7350000000024,1,2.592791029627651,1.9148965730797687,11
5.0,RouteID_9475872b-287f-4c2c-8e29-887766a4e090,Deadline,0.02,0.2,8243.433333333336,77,260.20833333333394,2,3.156552892605434,1.9550228909434628,10
5.0,RouteID_9475872b-287f-4c2c-8e29-887766a4e090,Random,0.02,0.2,8243.433333333336,77,215.39166666666824,2,2.6128878339527,1.7295318083823323,9
5.0,RouteID_9475872b-287f-4c2c-8e29-887766a4e090,RA,0.05,0.1,8243.433333333336,77,1630.9400000000032,9,19.78471753274327,3.8792002257686766,14
5.0,RouteID_9475872b-287f-4c2c-8e29-887766a4e090,AB,0.05,0.1,8243.433333333336,77,1613.2600000000039,9,19.570243790006632,4.4707785490934,14
5.0,RouteID_9475872b-287f-4c2c-8e29-887766a4e090,RB,0.05,0.1,8243.433333333336,77,192.75666666667075,1,2.338305641257939,1.55196872399385,7
5.0,RouteID_9475872b-287f-4c2c-8e29-887766a4e090,Slack,0.05,0.1,8243.433333333336,77,79.93166666666912,0,0.9696404815146087,1.89684688375859,8
5.0,RouteID_9475872b-287f-4c2c-8e29-887766a4e090,Deadline,0.05,0.1,8243.433333333336,77,240.88833333333696,2,2.9221845266738,4.943452278838039,10
5.0,RouteID_9475872b-287f-4c2c-8e29-887766a4e090,Random,0.05,0.1,8243.433333333336,77,171.33166666667148,1,2.0784017986033905,3.1455845031030694,10
5.0,RouteID_9475872b-287f-4c2c-8e29-887766a4e090,RA,0.05,0.2,8243.433333333336,77,1848.006666666669,11,22.417924570264027,4.9238937627806445,21
5.0,RouteID_9475872b-287f-4c2c-8e29-887766a4e090,AB,0.05,0.2,8243.433333333336,77,1876.3166666666693,11,22.761349437734303,4.915452896501793,22
5.0,RouteID_9475872b-287f-4c2c-8e29-887766a4e090,RB,0.05,0.2,8243.433333333336,77,468.87000000000444,4,5.6877999862517346,4.900405257228684,16
5.0,RouteID_9475872b-287f-4c2c-8e29-887766a4e090,Slack,0.05,0.2,8243.433333333336,77,325.9050000000025,1,3.9535104709607527,4.854517675246349,15
5.0,RouteID_9475872b-287f-4c2c-8e29-887766a4e090,Deadline,0.05,0.2,8243.433333333336,77,303.8766666666679,3,3.6862876713990667,4.901695233721979,12
5.0,RouteID_9475872b-287f-4c2c-8e29-887766a4e090,Random,0.05,0.2,8243.433333333336,77,608.0866666666698,6,7.376618965398757,4.69392704336477,16
6.0,RouteID_693060a6-88bb-4324-9e9c-925d5240263c,RA,0.02,0.1,1120.9316666666666,31,210.3366666666666,3,18.764450405094564,1.919650775544474,10
6.0,RouteID_693060a6-88bb-4324-9e9c-925d5240263c,AB,0.02,0.1,1120.9316666666666,31,302.01166666666654,5,26.942915045371475,1.852335228158206,12
6.0,RouteID_693060a6-88bb-4324-9e9c-925d5240263c,RB,0.02,0.1,1120.9316666666666,31,35.046666666666624,0,3.126565847754617,1.5496666481849106,4
6.0,RouteID_693060a6-88bb-4324-9e9c-925d5240263c,Slack,0.02,0.1,1120.9316666666666,31,117.91333333333341,0,10.519225822567247,1.9011427446176579,9
6.0,RouteID_693060a6-88bb-4324-9e9c-925d5240263c,Deadline,0.02,0.1,1120.9316666666666,31,24.36833333333334,1,2.1739356695843792,1.170182967225281,2
6.0,RouteID_693060a6-88bb-4324-9e9c-925d5240263c,Random,0.02,0.1,1120.9316666666666,31,45.318333333333385,1,4.042916680915731,1.4897347755289576,2
6.0,RouteID_693060a6-88bb-4324-9e9c-925d5240263c,RA,0.02,0.2,1120.9316666666666,31,287.6716666666666,5,25.66362207627881,1.9208881040865582,15
6.0,RouteID_693060a6-88bb-4324-9e9c-925d5240263c,AB,0.02,0.2,1120.9316666666666,31,330.2116666666666,5,29.45867946157883,1.9435989365034065,15
6.0,RouteID_693060a6-88bb-4324-9e9c-925d5240263c,RB,0.02,0.2,1120.9316666666666,31,50.84333333333325,1,4.535810241183294,1.57955438026847,6
6.0,RouteID_693060a6-88bb-4324-9e9c-925d5240263c,Slack,0.02,0.2,1120.9316666666666,31,142.0866666666666,2,12.67576524884805,1.9528369384708306,11
6.0,RouteID_693060a6-88bb-4324-9e9c-925d5240263c,Deadline,0.02,0.2,1120.9316666666666,31,55.90000000000009,2,4.9869230803542965,1.9118238973946236,5
6.0,RouteID_693060a6-88bb-4324-9e9c-925d5240263c,Random,0.02,0.2,1120.9316666666666,31,157.17499999999995,2,14.021818160191145,1.2482769748917795,5
6.0,RouteID_693060a6-88bb-4324-9e9c-925d5240263c,RA,0.05,0.1,1120.9316666666666,31,253.38666666666666,3,22.605005657496218,4.797683416983861,12
6.0,RouteID_693060a6-88bb-4324-9e9c-925d5240263c,AB,0.05,0.1,1120.9316666666666,31,327.3066666666666,5,29.199520042107828,4.936374866488107,11
6.0,RouteID_693060a6-88bb-4324-9e9c-925d5240263c,RB,0.05,0.1,1120.9316666666666,31,69.44999999999982,1,6.195738961191493,3.3036620282503772,4
6.0,RouteID_693060a6-88bb-4324-9e9c-925d5240263c,Slack,0.05,0.1,1120.9316666666666,31,238.36499999999967,4,21.264900179761153,0.9658903837820538,11
6.0,RouteID_693060a6-88bb-4324-9e9c-925d5240263c,Deadline,0.05,0.1,1120.9316666666666,31,24.36833333333334,1,2.1739356695843792,1.170182967225281,2
6.0,RouteID_693060a6-88bb-4324-9e9c-925d5240263c,Random,0.05,0.1,1120.9316666666666,31,45.318333333333385,1,4.042916680915731,1.4897347755289576,2
6.0,RouteID_693060a6-88bb-4324-9e9c-925d5240263c,RA,0.05,0.2,1120.9316666666666,31,392.65666666666675,6,35.029491836403956,1.5534856449541639,21
6.0,RouteID_693060a6-88bb-4324-9e9c-925d5240263c,AB,0.05,0.2,1120.9316666666666,31,405.0816666666666,6,36.13794477510523,1.8051151390733333,19
6.0,RouteID_693060a6-88bb-4324-9e9c-925d5240263c,RB,0.05,0.2,1120.9316666666666,31,126.61666666666656,2,11.295663280098838,2.7027269358757056,7
6.0,RouteID_693060a6-88bb-4324-9e9c-925d5240263c,Slack,0.05,0.2,1120.9316666666666,31,371.6283333333332,7,33.15352259058312,3.4336476177324307,22
6.0,RouteID_693060a6-88bb-4324-9e9c-925d5240263c,Deadline,0.05,0.2,1120.9316666666666,31,68.13666666666677,3,6.078574519112831,3.8173325665445996,8
6.0,RouteID_693060a6-88bb-4324-9e9c-925d5240263c,Random,0.05,0.2,1120.9316666666666,31,163.70499999999993,3,14.604369282100151,3.958033024441788,7
6.0,RouteID_7f5d87f0-c39f-434f-bf3f-b159ef321909,RA,0.02,0.1,4902.166666666666,52,1374.128333333333,5,28.031040696290756,-1.2660119755328723,15
6.0,RouteID_7f5d87f0-c39f-434f-bf3f-b159ef321909,AB,0.02,0.1,4902.166666666666,52,1375.0733333333328,5,28.050317886648752,-1.582180769013315,15
6.0,RouteID_7f5d87f0-c39f-434f-bf3f-b159ef321909,RB,0.02,0.1,4902.166666666666,52,17.424999999999272,0,0.35545507088700795,0.4622904025191974,3
6.0,RouteID_7f5d87f0-c39f-434f-bf3f-b159ef321909,Slack,0.02,0.1,4902.166666666666,52,70.3166666666657,-1,1.4343997552102616,0.024235226141486793,7
6.0,RouteID_7f5d87f0-c39f-434f-bf3f-b159ef321909,Deadline,0.02,0.1,4902.166666666666,52,300.0166666666646,1,6.120082956515785,1.880312189422888,5
6.0,RouteID_7f5d87f0-c39f-434f-bf3f-b159ef321909,Random,0.02,0.1,4902.166666666666,52,198.78166666666584,1,4.054975691020961,0.9479963190596281,4
6.0,RouteID_7f5d87f0-c39f-434f-bf3f-b159ef321909,RA,0.02,0.2,4902.166666666666,52,1581.3799999999997,6,32.25879713052052,1.5685259379472283,30
6.0,RouteID_7f5d87f0-c39f-434f-bf3f-b159ef321909,AB,0.02,0.2,4902.166666666666,52,1583.0933333333328,6,32.293747662598165,1.8038311429630927,30
6.0,RouteID_7f5d87f0-c39f-434f-bf3f-b159ef321909,RB,0.02,0.2,4902.166666666666,52,110.04999999999927,-1,2.2449257131200344,1.6316109276277226,8
6.0,RouteID_7f5d87f0-c39f-434f-bf3f-b159ef321909,Slack,0.02,0.2,4902.166666666666,52,513.0216666666656,1,10.465202461496597,-1.139822218898372,14
6.0,RouteID_7f5d87f0-c39f-434f-bf3f-b159ef321909,Deadline,0.02,0.2,4902.166666666666,52,324.2416666666668,1,6.614252201407544,1.9474047134360433,7
6.0,RouteID_7f5d87f0-c39f-434f-bf3f-b159ef321909,Random,0.02,0.2,4902.166666666666,52,252.5016666666661,1,5.150817665658032,1.5351370391488235,7
6.0,RouteID_7f5d87f0-c39f-434f-bf3f-b159ef321909,RA,0.05,0.1,4902.166666666666,52,1374.128333333333,5,28.031040696290756,-1.2660119755328723,15
6.0,RouteID_7f5d87f0-c39f-434f-bf3f-b159ef321909,AB,0.05,0.1,4902.166666666666,52,1375.0733333333328,5,28.050317886648752,-1.582180769013315,15
6.0,RouteID_7f5d87f0-c39f-434f-bf3f-b159ef321909,RB,0.05,0.1,4902.166666666666,52,17.424999999999272,0,0.35545507088700795,0.4622904025191974,3
6.0,RouteID_7f5d87f0-c39f-434f-bf3f-b159ef321909,Slack,0.05,0.1,4902.166666666666,52,70.3166666666657,-1,1.4343997552102616,0.024235226141486793,7
6.0,RouteID_7f5d87f0-c39f-434f-bf3f-b159ef321909,Deadline,0.05,0.1,4902.166666666666,52,300.0166666666646,1,6.120082956515785,1.880312189422888,5
6.0,RouteID_7f5d87f0-c39f-434f-bf3f-b159ef321909,Random,0.05,0.1,4902.166666666666,52,198.78166666666584,1,4.054975691020961,0.9479963190596281,4
6.0,RouteID_7f5d87f0-c39f-434f-bf3f-b159ef321909,RA,0.05,0.2,4902.166666666666,52,1581.3799999999997,6,32.25879713052052,1.5685259379472283,30
6.0,RouteID_7f5d87f0-c39f-434f-bf3f-b159ef321909,AB,0.05,0.2,4902.166666666666,52,1583.0933333333328,6,32.293747662598165,1.8038311429630927,30
6.0,RouteID_7f5d87f0-c39f-434f-bf3f-b159ef321909,RB,0.05,0.2,4902.166666666666,52,213.0566666666664,0,4.3461734607146445,3.101743859478294,10
6.0,RouteID_7f5d87f0-c39f-434f-bf3f-b159ef321909,Slack,0.05,0.2,4902.166666666666,52,513.0216666666656,1,10.465202461496597,-1.139822218898372,14
6.0,RouteID_7f5d87f0-c39f-434f-bf3f-b159ef321909,Deadline,0.05,0.2,4902.166666666666,52,318.47166666666726,1,6.496549144935926,4.993597442024812,7
6.0,RouteID_7f5d87f0-c39f-434f-bf3f-b159ef321909,Random,0.05,0.2,4902.166666666666,52,252.5016666666661,1,5.150817665658032,1.5351370391488235,7
6.0,RouteID_9475872b-287f-4c2c-8e29-887766a4e090,RA,0.02,0.1,4461.795,54,1164.2433333333338,9,26.093608812895567,1.6334364891658986,13
6.0,RouteID_9475872b-287f-4c2c-8e29-887766a4e090,AB,0.02,0.1,4461.795,54,1155.918333333333,9,25.907024713895037,1.927363792219397,12
6.0,RouteID_9475872b-287f-4c2c-8e29-887766a4e090,RB,0.02,0.1,4461.795,54,101.33500000000004,0,2.2711711317978533,1.6892422747345277,7
6.0,RouteID_9475872b-287f-4c2c-8e29-887766a4e090,Slack,0.02,0.1,4461.795,54,79.93166666666639,0,1.7914688296227503,1.89684688375859,8
6.0,RouteID_9475872b-287f-4c2c-8e29-887766a4e090,Deadline,0.02,0.1,4461.795,54,127.08333333333303,0,2.8482557655233607,1.4943869359884687,7
6.0,RouteID_9475872b-287f-4c2c-8e29-887766a4e090,Random,0.02,0.1,4461.795,54,74.57000000000062,0,1.671300451948165,1.9997396034133708,7
6.0,RouteID_9475872b-287f-4c2c-8e29-887766a4e090,RA,0.02,0.2,4461.795,54,1320.1833333333334,8,29.588614746606094,1.9654870627218508,20
6.0,RouteID_9475872b-287f-4c2c-8e29-887766a4e090,AB,0.02,0.2,4461.795,54,1287.5016666666666,11,28.856136749148416,1.988828814766643,18
6.0,RouteID_9475872b-287f-4c2c-8e29-887766a4e090,RB,0.02,0.2,4461.795,54,127.4350000000004,0,2.8561374962319066,1.915488303674077,9
6.0,RouteID_9475872b-287f-4c2c-8e29-887766a4e090,Slack,0.02,0.2,4461.795,54,184.82333333333372,1,4.142353768681298,1.9148965730797687,11
6.0,RouteID_9475872b-287f-4c2c-8e29-887766a4e090,Deadline,0.02,0.2,4461.795,54,212.23999999999978,1,4.756829930554851,1.9550228909434628,10
6.0,RouteID_9475872b-287f-4c2c-8e29-887766a4e090,Random,0.02,0.2,4461.795,54,161.33500000000004,1,3.6159213948646234,1.7295318083823323,9
6.0,RouteID_9475872b-287f-4c2c-8e29-887766a4e090,RA,0.05,0.1,4461.795,54,1214.7766666666666,8,27.226187367789567,4.191461227088788,14
6.0,RouteID_9475872b-287f-4c2c-8e29-887766a4e090,AB,0.05,0.1,4461.795,54,1113.1133333333337,8,24.94765746371883,4.208658932367555,11
6.0,RouteID_9475872b-287f-4c2c-8e29-887766a4e090,RB,0.05,0.1,4461.795,54,123.96000000000095,0,2.7782540434959686,2.8683888664743633,9
6.0,RouteID_9475872b-287f-4c2c-8e29-887766a4e090,Slack,0.05,0.1,4461.795,54,79.93166666666639,0,1.7914688296227503,1.89684688375859,8
6.0,RouteID_9475872b-287f-4c2c-8e29-887766a4e090,Deadline,0.05,0.1,4461.795,54,198.13500000000022,1,4.440701556212247,4.943452278838039,10
6.0,RouteID_9475872b-287f-4c2c-8e29-887766a4e090,Random,0.05,0.1,4461.795,54,133.05833333333248,0,2.9821704792204144,3.1455845031030694,10
6.0,RouteID_9475872b-287f-4c2c-8e29-887766a4e090,RA,0.05,0.2,4461.795,54,1355.5350000000003,10,30.38093413077025,4.93083117097442,20
6.0,RouteID_9475872b-287f-4c2c-8e29-887766a4e090,AB,0.05,0.2,4461.795,54,1207.0233333333335,9,27.052415750462167,4.943914901426546,15
6.0,RouteID_9475872b-287f-4c2c-8e29-887766a4e090,RB,0.05,0.2,4461.795,54,288.8116666666674,1,6.4729927454458895,4.97586765518732,14
6.0,RouteID_9475872b-287f-4c2c-8e29-887766a4e090,Slack,0.05,0.2,4461.795,54,294.90166666666664,1,6.609484897147149,4.854517675246349,15
6.0,RouteID_9475872b-287f-4c2c-8e29-887766a4e090,Deadline,0.05,0.2,4461.795,54,242.7433333333338,1,5.440486022628422,4.901695233721979,12
6.0,RouteID_9475872b-287f-4c2c-8e29-887766a4e090,Random,0.05,0.2,4461.795,54,447.9633333333336,3,10.03998017240446,4.69392704336477,16
